,LGA Name,Facility ID,Facility Name
1471,East Gippsland Shire Council,EASTGI11007,Fernbank Recreation Reserve
1472,East Gippsland Shire Council,EASTGI11004,Glenaladale Cricket oval
1473,East Gippsland Shire Council,EASTGI11014,Lakes Entrance Secondary College
1474,East Gippsland Shire Council,EASTGI11030,Omeo Primary
1475,East Gippsland Shire Council,EASTGI11036,Orbost Recreation Reserve
1476,East Gippsland Shire Council,EASTGI11035,Orbost Secondary College
1477,East Gippsland Shire Council,EASTGI11039,Sarsfield Recreation Reserve
1478,East Gippsland Shire Council,EASTGI11042,St Bernards Primary School
1479,East Gippsland Shire Council,EASTGI11038,Rotary Park Bairnsdale
1480,East Gippsland Shire Council,EASTGI5368,Briagalong/Stockdale Circuit
1481,East Gippsland Shire Council,EASTGI5417,Colquhoun Mtb Track
1482,East Gippsland Shire Council,EASTGI5369,Heyfield Circuit
1483,East Gippsland Shire Council,EASTGI5370,Maffra Criterium
1484,East Gippsland Shire Council,EASTGI5371,Munro to Beverley
1485,East Gippsland Shire Council,EASTGI5374,Nerina Lane Circuit
1486,East Gippsland Shire Council,EASTGI5372,Newry Circuit
1487,East Gippsland Shire Council,EASTGI5373,Staford - Beverleys
1488,East Gippsland Shire Council,EASTGI5375,Stratford to Dargo
1489,East Gippsland Shire Council,EASTGI5376,Tinamba Circuit
1490,East Gippsland Shire Council,EASTGI11323,Bairnsdale Club Grounds
1491,East Gippsland Shire Council,EASTGI10995,Brackenbush Indoor Equestrian
1492,East Gippsland Shire Council,EASTGI11324,Cobblers Creek Club Grounds
1493,East Gippsland Shire Council,EASTGI11326,Lakes Entrance Club Grounds
1494,East Gippsland Shire Council,EASTGI11327,Mallacoota Club Grounds
1495,East Gippsland Shire Council,EASTGI11329,Newmerella Recreation Reserve
1496,East Gippsland Shire Council,EASTGI11325,Noorinbee Recreation Reserve
1497,East Gippsland Shire Council,EASTGI11328,Nowa Nowa Recreation Reserve
1498,East Gippsland Shire Council,EASTGI11001,Curves Bairnsdale
1499,East Gippsland Shire Council,EASTGI11010,Lakes Aquadome
1500,East Gippsland Shire Council,EASTGI11047,Totally Pumped Group fitness Studio
1501,East Gippsland Shire Council,EASTGI11048,Totally pumped health and Fitness
1502,East Gippsland Shire Council,EASTGI10987,Bairnsdale Golf Club
1503,East Gippsland Shire Council,EASTGI10999,Buchan Valley Golf Course
1504,East Gippsland Shire Council,EASTGI11005,Goose Gully Golf
1505,East Gippsland Shire Council,EASTGI11008,Kings Cove Metung Golf Course
1506,East Gippsland Shire Council,EASTGI11009,Lake View Golf Course
1507,East Gippsland Shire Council,EASTGI11012,Lakes Entrance Golf Club
1508,East Gippsland Shire Council,EASTGI11022,Mallacoota Golf Club
1509,East Gippsland Shire Council,EASTGI11029,Omeo Golf Club
1510,East Gippsland Shire Council,EASTGI11032,Orbost Golf Course
1511,East Gippsland Shire Council,EASTGI11041,South Pines Golf Club
1512,East Gippsland Shire Council,EASTGI11045,Tambo Valley Golf Club
1513,East Gippsland Shire Council,EASTGI11454,East Gippsland Gymnastics Club
1514,East Gippsland Shire Council,EASTGI11033,Orbost Hockey
1515,East Gippsland Shire Council,EASTGI11412,Bruthen Bowling Club
1516,East Gippsland Shire Council,EASTGI11410,Howitt Park Bowls Club
1517,East Gippsland Shire Council,EASTGI11011,Lakes Entrance Bowls Club
1518,East Gippsland Shire Council,EASTGI11017,Lindenow Bowling Club
1519,East Gippsland Shire Council,EASTGI11028,Metung Bowls club
1520,East Gippsland Shire Council,EASTGI11034,Orbost Lawn Bowls
1521,East Gippsland Shire Council,EASTGI10994,Paynesville Bowling Club
1522,East Gippsland Shire Council,EASTGI4269,Tambo Valley Bowling Club
1523,East Gippsland Shire Council,EASTGI11263,Bairnsdale & District Motocycle Club
1524,East Gippsland Shire Council,EASTGI10988,Bairnsdale Kart Track
1525,East Gippsland Shire Council,EASTGI11013,Lakes Entrance Motocross
1526,East Gippsland Shire Council,EASTGI11233,Gippsland Lakes Yacht Club
1527,East Gippsland Shire Council,EASTGI11234,Metung Yacht Racing Club
1528,East Gippsland Shire Council,EASTGI11174,Bairnsdale Pistol Club
1529,East Gippsland Shire Council,EASTGI11023,Mallacoota Gun Club
1530,East Gippsland Shire Council,EASTGI11194,Orbost Pistol Club
1531,East Gippsland Shire Council,EASTGI10991,Bairnsdale Skate Park
1532,East Gippsland Shire Council,EASTGI10997,Bruthen Skate Park
1533,East Gippsland Shire Council,EASTGI11040,Lakes Entrance Skate Park
1534,East Gippsland Shire Council,EASTGI11025,Mallacoota Soccer Ground
1535,East Gippsland Shire Council,EASTGI11016,Lakes Squash and Movie Cinema
1536,East Gippsland Shire Council,EASTGI11218,Lakes Entrance Surf Life Saving Club
1537,East Gippsland Shire Council,EASTGI11219,Mallacoota Surf Life Saving Club
1538,East Gippsland Shire Council,EASTGI11220,Seaspray Surf Life Saving Club
1539,East Gippsland Shire Council,EASTGI11221,Woodside Beach Surf Life Saving Club
1540,East Gippsland Shire Council,EASTGI10989,Bairnsdale Outdoor Swimming Pool
1541,East Gippsland Shire Council,EASTGI11026,Mallacoota Swimming Pool
1542,East Gippsland Shire Council,EASTGI11037,Orbost Swimming Pool
1543,East Gippsland Shire Council,EASTGI11302,Community Sports Centre
1544,East Gippsland Shire Council,EASTGI11027,Marlo Tennis Couts
1545,Frankston City Council,FRANKS11060,Peninsula Indoor Sports
1546,Frankston City Council,FRANKS11000,Samuel Sherlock Reserve
1547,Frankston City Council,FRANKS11294,Saxon Sports Frankston
1548,Frankston City Council,FRANKS11039,Baxter Park
1549,Frankston City Council,FRANKS10995,Ballam Park
1550,Frankston City Council,FRANKS10986,Banyan Reserve
1551,Frankston City Council,FRANKS11052,Riviera Reserve
1552,Frankston City Council,FRANKS11016,Victoria Park
1553,Frankston City Council,FRANKS11038,Baden Powell Reserve
1554,Frankston City Council,FRANKS11048,Belvedere Reserve
1555,Frankston City Council,FRANKS10996,Bruce Park
1556,Frankston City Council,FRANKS10988,Carrum Downs Recreation Reserve
1557,Frankston City Council,FRANKS11050,East Seaford Reserve (Norm Cathie Oval)
1558,Frankston City Council,FRANKS11028,Eric Bell Reserve
1559,Frankston City Council,FRANKS10997,Frankston Park
1560,Frankston City Council,FRANKS10998,Jubilee Park
1561,Frankston City Council,FRANKS11051,Kananook Reserve
1562,Frankston City Council,FRANKS11040,Lloyd Park
1563,Frankston City Council,FRANKS11034,Overport Park
1564,Frankston City Council,FRANKS11030,Pat Rollo Reserve
1565,Frankston City Council,FRANKS11053,Seaford Reserve
1566,Frankston City Council,FRANKS11035,Frankston South Recreation Centre
1567,Frankston City Council,FRANKS10987,Botany Park Recreation Reserve
1568,Frankston City Council,FRANKS10999,Robinsons Park
1569,Frankston City Council,FRANKS11055,Frankston Basketball Stadium
1570,Frankston City Council,FRANKS11042,Langwarren Basketball Stadium (Elizabeth Murdoch college)
1571,Frankston City Council,FRANKS11059,Frankston Indoor Sports 
1572,Frankston City Council,FRANKS11056,Frankston Motocycle & BMX Club
1573,Frankston City Council,FRANKS11032,Delacombe Park Reserve
1574,Frankston City Council,FRANKS11003,Frank Street Reserve
1575,Frankston City Council,FRANKS11054,Seaford North Reserve
1576,Frankston City Council,FRANKS11065,Skye Recreation Reserve
1577,Frankston City Council,FRANKS11001,Worland Park Reserve
1578,Frankston City Council,FRANKS11002,Frankston Croquet Club
1579,Frankston City Council,FRANKS11330,Langwarrin Club Grounds
1580,Frankston City Council,FRANKS11024,Beach House Health & Fitness Frankston
1581,Frankston City Council,FRANKS11063,Beachside Fitness Centre Seaford
1582,Frankston City Council,FRANKS11021,Chisolm Fitness Centre
1583,Frankston City Council,FRANKS11044,Contours Langwarrin
1584,Frankston City Council,FRANKS11019,Core Health Club
1585,Frankston City Council,FRANKS11026,Curves Frankston
1586,Frankston City Council,FRANKS11037,Deeki Body Tone
1587,Frankston City Council,FRANKS11022,Energym Health & Fitness
1588,Frankston City Council,FRANKS11027,Genesis Health & Fitness
1589,Frankston City Council,FRANKS11018,Goodlife Karingal
1590,Frankston City Council,FRANKS11017,Input Fitness
1591,Frankston City Council,FRANKS11045,Jetts Fitness
1592,Frankston City Council,FRANKS11020,Lifestyle Fitness Centre
1593,Frankston City Council,FRANKS11023,Lifestyle Leisure Centre
1594,Frankston City Council,FRANKS10993,Lime Health & Fitness
1595,Frankston City Council,FRANKS11062,Living Now Health & Fitness
1596,Frankston City Council,FRANKS11046,Monash University
1597,Frankston City Council,FRANKS11043,My Time Health & Fitness
1598,Frankston City Council,FRANKS11064,Not a Gym
1599,Frankston City Council,FRANKS11025,Snap Fitness Frankston
1600,Frankston City Council,FRANKS10992,XFC Gym
1601,Frankston City Council,FRANKS11012,Centenary Park Golf Course
1602,Frankston City Council,FRANKS11015,Frankston Golf Course
1603,Frankston City Council,FRANKS11013,Long Island Country Club 
1604,Frankston City Council,FRANKS11014,Peninsula Country Golf Club
1605,Frankston City Council,FRANKS11047,Sandhurst Club
1606,Frankston City Council,FRANKS11066,Skye Public Golf Course
1607,Frankston City Council,FRANKS11482,Bayside Gymnastics (Langwarrin Park Primary School)
1608,Frankston City Council,FRANKS11458,Dolphin Gymnastics Club
1609,Frankston City Council,FRANKS11036,Baxter Village Bowls Club 
1610,Frankston City Council,FRANKS10990,Carrum Bowling Club 
1611,Frankston City Council,FRANKS11005,Frankston Bowling Club
1612,Frankston City Council,FRANKS11004,Frankston RSL Bowling Club 
1613,Frankston City Council,FRANKS11006,Karingal Bowling Club 
1614,Frankston City Council,FRANKS11057,Seaford Bowls Club 
1615,Frankston City Council,FRANKS11033,Yamala Park
1616,Frankston City Council,FRANKS11235,Frankston Yacht Club
1617,Frankston City Council,FRANKS10991,Frankston Clay Target Club 
1618,Frankston City Council,FRANKS10989,Sandfield Reserve
1619,Frankston City Council,FRANKS11007,Centenary Park
1620,Frankston City Council,FRANKS11041,Lawton Reserve
1621,Frankston City Council,FRANKS11029,Monterey Reserve
1622,Frankston City Council,FRANKS11227,Frankston Life Saving Club
1623,Frankston City Council,FRANKS11230,Seaford Life Saving Club
1624,Frankston City Council,FRANKS10985,Frankston Regional Aquatic Health & Wellbeing Centre
1625,Frankston City Council,FRANKS5645,Peninsular Aquatic Recreation Centre
1626,Frankston City Council,FRANKS11031,Pines Forest
1627,Frankston City Council,FRANKS11061,Belvedere Park Tennis Club
1628,Frankston City Council,FRANKS11049,Crystal park
1629,Frankston City Council,FRANKS11011,Frankston East Tennis Club
1630,Frankston City Council,FRANKS11009,Frankston Tennis Club
1631,Frankston City Council,FRANKS11058,Kananook Tennis Club
1632,Frankston City Council,FRANKS11008,Karingal Tennis Club/ DELETE
1633,Frankston City Council,FRANKS11010,Long Island Tennis Club
1634,Gannawarra Shire Council,GANNAW8834,Cohuna Recreation Reserve
1635,Gannawarra Shire Council,GANNAW8853,Lalbert Recreation Reserve
1636,Gannawarra Shire Council,GANNAW8854,Leitchville Recreation Reserve
1637,Gannawarra Shire Council,GANNAW8858,Macorna Recreation Reserve
1638,Gannawarra Shire Council,GANNAW8861,Murrabit Recreation Reserve
1639,Gannawarra Shire Council,GANNAW8867,Quambatook Recreation Reserve
1640,Gannawarra Shire Council,GANNAW8846,Riverside Park Sports Reserve
1641,Gannawarra Shire Council,GANNAW11012,Wandella Recreation Reserve
1642,Gannawarra Shire Council,GANNAW8838,Cohuna Education Community Activity Centre
1643,Gannawarra Shire Council,GANNAW8864,Kerang Basketball Centre
1644,Gannawarra Shire Council,GANNAW8848,Koondrook Recreation Reserve
1645,Gannawarra Shire Council,GANNAW8862,Mystic Park Recreation Reserve
1646,Gannawarra Shire Council,GANNAW11000,Alexandra Park
1647,Gannawarra Shire Council,GANNAW10998,Cohuna Pony Club Reserve
1648,Gannawarra Shire Council,GANNAW8839,Cohuna Golf & Bowls Club
1649,Gannawarra Shire Council,GANNAW8844,Kerang Golf and Bowls Club
1650,Gannawarra Shire Council,GANNAW8852,Lalbert Golf Club
1651,Gannawarra Shire Council,GANNAW8859,Murrabit Golf Club
1652,Gannawarra Shire Council,GANNAW8847,Lake Charm
1653,Gannawarra Shire Council,GANNAW8837,Cohuna Bowls Club
1654,Gannawarra Shire Council,GANNAW8841,Kerang Bowling Club
1655,Gannawarra Shire Council,GANNAW8857,Leitchville Bowls Club
1656,Gannawarra Shire Council,GANNAW8865,Quambatook Bowling Club
1657,Gannawarra Shire Council,GANNAW11025,Atkinson Park
1658,Gannawarra Shire Council,GANNAW11185,Kerang Pistol Club
1659,Gannawarra Shire Council,GANNAW11001,Kerang Shooters Club
1660,Gannawarra Shire Council,GANNAW11179,SSAA Cohuna Pistol Club
1661,Gannawarra Shire Council,GANNAW5600,Cohuna Caravan Park
1662,Gannawarra Shire Council,GANNAW8835,Cohuna Swimming Pool
1663,Gannawarra Shire Council,GANNAW8842,Kerang Swimming Pool
1664,Gannawarra Shire Council,GANNAW8849,Koondrook Swimming Pool
1665,Gannawarra Shire Council,GANNAW8856,Leitchville War Memorial Swimming Pool
1666,Gannawarra Shire Council,GANNAW8843,Patchell Plaza Warm Water Pool
1667,Gannawarra Shire Council,GANNAW8863,Quambatook Swimming Pool
1668,Gannawarra Shire Council,GANNAW11015,Beauchamp Tennis Club
1669,Gannawarra Shire Council,GANNAW8836,Cohuna Lawn Tennis Club
1670,Gannawarra Shire Council,GANNAW8845,Kerang Lawn Tennis Club
1671,Gannawarra Shire Council,GANNAW8850,Koondrook Tennis
1672,Gannawarra Shire Council,GANNAW8840,Koroop Road Tennis Courts
1673,Gannawarra Shire Council,GANNAW8851,Lake Charm Tennis Courts
1674,Gannawarra Shire Council,GANNAW11033,Lake Meran Tennis Club
1675,Gannawarra Shire Council,GANNAW8855,Leitchville Tennis Club
1676,Gannawarra Shire Council,GANNAW8860,Murrabit Lawn Tennis Club
1677,Gannawarra Shire Council,GANNAW8866,Quambatook Tennis Courts
1678,Gannawarra Shire Council,GANNAW11011,Sandhill Lake Tennis Club
1679,Gannawarra Shire Council,GANNAW11002,St Patricks Tennis Club
1680,Gannawarra Shire Council,GANNAW11024,Kangaroo Lake
1681,Gannawarra Shire Council,GANNAW11032,Lake Meran
1682,Geelong City Council,GREATE10995,Barwon Heads Village Park
1683,Geelong City Council,GREATE11069,Hamlyn Park
1684,Geelong City Council,GREATE11115,Pioneer Reserve (Geelong baseball centre)
1685,Geelong City Council,GREATE11152,Waurn Ponds Tennis Club
1686,Geelong City Council,GREATE10986,Abe Wood Reserve
1687,Geelong City Council,GREATE10996,Barwon Heads Village Park
1688,Geelong City Council,GREATE11066,Goldsworthy reserve Athletics facility
1689,Geelong City Council,GREATE11081,John Landy Athletics field
1690,Geelong City Council,GREATE10987,Anakie Football/Netball Club
1691,Geelong City Council,GREATE10990,Bakers Oval
1692,Geelong City Council,GREATE11004,Belmont Common North
1693,Geelong City Council,GREATE11005,Breakwater Reserve
1694,Geelong City Council,GREATE11007,Burdoo Recreation Reserve
1695,Geelong City Council,GREATE11017,Collendina Recreation reserve
1696,Geelong City Council,GREATE11032,Drysdale Recreation Reserve
1697,Geelong City Council,GREATE11037,Elderslie Reserve
1698,Geelong City Council,GREATE11038,Ervin Reserve
1699,Geelong City Council,GEELON5453,Estuary Estate
1700,Geelong City Council,GREATE11067,Grinter Reserve
1701,Geelong City Council,GREATE11070,Harold Hurst reserve
1702,Geelong City Council,GREATE11072,Herne Hill Reserve
1703,Geelong City Council,GREATE11073,Highton Reserve
1704,Geelong City Council,GREATE11083,Kardinia Park (Geelong Cats)
1705,Geelong City Council,GREATE11087,Lara Reserve
1706,Geelong City Council,GREATE11092,Leopold Memorial Recreation reserve
1707,Geelong City Council,GREATE11099,McDonald Reserve
1708,Geelong City Council,GREATE11104,Myers Reserve
1709,Geelong City Council,GREATE11109,Ocean Grove Memorial Reserve
1710,Geelong City Council,GREATE11113,Osborne Park
1711,Geelong City Council,GREATE11114,Peter Lowe Reserve
1712,Geelong City Council,GREATE11120,Portarlington Recreation reserve
1713,Geelong City Council,GREATE11121,Queens Park
1714,Geelong City Council,GREATE11122,Queens Park Reserve
1715,Geelong City Council,GREATE11125,Richmond Oval
1716,Geelong City Council,GREATE11127,Shell Reserve
1717,Geelong City Council,GREATE11128,Shell Road reserve
1718,Geelong City Council,GREATE11130,South Barwon reserve
1719,Geelong City Council,GREATE11136,St Albans Reserve
1720,Geelong City Council,GREATE11142,Thomson Recreation Reserve
1721,Geelong City Council,GREATE11154,Western Oval
1722,Geelong City Council,GREATE11156,Windmill reserve
1723,Geelong City Council,GREATE11157,Windsor Park
1724,Geelong City Council,GREATE11158,Winter Reserve
1725,Geelong City Council,GREATE11028,Deakin YMCA Geelong
1726,Geelong City Council,GREATE11090,Leisuretime Centre
1727,Geelong City Council,GREATE11138,Stead Park
1728,Geelong City Council,GREATE11149,Wallington Reserve
1729,Geelong City Council,GREATE11056,Geelong Arena
1730,Geelong City Council,GREATE11105,Newtown Stadium
1731,Geelong City Council,GREATE11022,Corio Community Reserve
1732,Geelong City Council,GREATE11075,Hume Reserve
1733,Geelong City Council,GREATE11091,Len Trewin Reserve
1734,Geelong City Council,GREATE10993,Barwon Heads Boxing and Fitness
1735,Geelong City Council,GREATE11006,Breamlea Recreation Reserve
1736,Geelong City Council,GREATE11010,Ceres Recreation Reserve
1737,Geelong City Council,GREATE11078,Deakin University Oval
1738,Geelong City Council,GREATE11034,Eastern Park
1739,Geelong City Council,GREATE11039,Evans Reserve
1740,Geelong City Council,GREATE11049,Flinders Peak
1741,Geelong City Council,GREATE11054,Frier Reserve
1742,Geelong City Council,GREATE11068,Grovedale recreation Reserve
1743,Geelong City Council,GREATE11094,Leviens Reserve (Charles McCarthy res.)
1744,Geelong City Council,GREATE11103,Mount Duneed Recreation Reserve
1745,Geelong City Council,GREATE11106,Norlane High School
1746,Geelong City Council,GREATE11123,Rees Reserve
1747,Geelong City Council,GREATE11137,St Leonards Lake Reserve
1748,Geelong City Council,GREATE11143,Tim Hill Recreation reserve
1749,Geelong City Council,GEELON11291,Geelong Indoor Sports
1750,Geelong City Council,GEELON11296,North Geelong Indoor Sports
1751,Geelong City Council,GREATE11031,Drysdale bowls Clubs
1752,Geelong City Council,GREATE11051,Francis Street Reserve
1753,Geelong City Council,GEELON5278,Belmont Criterium Facility
1754,Geelong City Council,GEELON5291,Eastern Park
1755,Geelong City Council,GEELON5332,Granite Road Circuit
1756,Geelong City Council,GEELON5334,Kirksbridge Circuit
1757,Geelong City Council,GEELON5333,Kirksbridge Circuit
1758,Geelong City Council,GEELON5336,Ocean Grove Criterium Circuit
1759,Geelong City Council,GEELON5422,Ocean Grove Sand Dunes
1760,Geelong City Council,GEELON5287,Paraparap Circuit
1761,Geelong City Council,GEELON5295,Sutherland Creek Circuit
1762,Geelong City Council,GEELON5425,You Yangs Regional Park
1763,Geelong City Council,GREATE11035,Elcho Park and Rec Reserve
1764,Geelong City Council,GEELON11338,Geelong Grammar Pony Club
1765,Geelong City Council,GREATE11086,Lake Lorne reserve
1766,Geelong City Council,GREATE11119,Portarlington Pony Club Reserve
1767,Geelong City Council,GREATE11042,Anytime Fitness Bell
1768,Geelong City Council,GREATE11045,Anytime Fitness Bell Post Hill
1769,Geelong City Council,GREATE10988,Anytime Fitness Grovedale
1770,Geelong City Council,GREATE10992,Barwon Bliss Mind Body Fit
1771,Geelong City Council,GREATE11002,Bellarine Aquatic and Fitness Centre
1772,Geelong City Council,GREATE11009,C-Change Training Studio
1773,Geelong City Council,GREATE11016,Club Exec
1774,Geelong City Council,GREATE11044,Club Exec Geelong
1775,Geelong City Council,GREATE11019,Contours East Geelong
1776,Geelong City Council,GREATE11020,Contours Geelong West
1777,Geelong City Council,GREATE11018,Contours Ocean Grove
1778,Geelong City Council,GREATE11021,Corio Bay Sports Medicine Centre
1779,Geelong City Council,GREATE11023,Crossfit Geelong
1780,Geelong City Council,GREATE11027,Curves Drysdale
1781,Geelong City Council,GREATE11026,Curves Lara
1782,Geelong City Council,GREATE11041,Fernwood - Waurn Ponds
1783,Geelong City Council,GREATE11046,Figures
1784,Geelong City Council,GREATE11047,Fitness Physique
1785,Geelong City Council,GREATE11048,Fitness Training Studio
1786,Geelong City Council,GREATE11053,Fresh Look Fitness
1787,Geelong City Council,GREATE11055,Full Circle Health and Exercise
1788,Geelong City Council,GREATE11063,Geelong's Gym
1789,Geelong City Council,GREATE11064,Genesis
1790,Geelong City Council,GREATE11040,Goodlife Geelong
1791,Geelong City Council,GREATE11076,Jak Gym
1792,Geelong City Council,GREATE11079,Jets Fitness Geelong West
1793,Geelong City Council,GREATE11085,Lady Fitness
1794,Geelong City Council,GREATE11089,Leisurelink aquatic and recreation centre
1795,Geelong City Council,GREATE11025,Main Event Fitness
1796,Geelong City Council,GREATE11124,Reflex Fitness
1797,Geelong City Council,GREATE11126,Rockets Health and Fitness
1798,Geelong City Council,GREATE11043,Snap Fitness Waurn Ponds
1799,Geelong City Council,GREATE11132,Sphere Health and Fitness
1800,Geelong City Council,GREATE11133,Sphere Health and Fitness
1801,Geelong City Council,GREATE11134,Splash Down
1802,Geelong City Council,GREATE11139,Studio Fitness Gym
1803,Geelong City Council,GREATE11144,Tone it up
1804,Geelong City Council,GREATE11145,University fitness Club
1805,Geelong City Council,GREATE11146,Victorian Fitness Academy
1806,Geelong City Council,GREATE11148,Vital Fitness
1807,Geelong City Council,GREATE11150,Water World
1808,Geelong City Council,GREATE10991,Balyang Par 3 Golf Course
1809,Geelong City Council,GREATE10994,Barwon Heads Golf Club
1810,Geelong City Council,GREATE10998,Barwon Valley Golf Course
1811,Geelong City Council,GREATE11003,Bellarine lakes Golf Park
1812,Geelong City Council,GREATE11014,Clifton Springs Golf Club
1813,Geelong City Council,GREATE11024,Curlewis Golf Club
1814,Geelong City Council,GREATE11033,East Geelong Golf Club
1815,Geelong City Council,GREATE11036,Elcho Park Golf Course
1816,Geelong City Council,GREATE11095,Lonsdale Golf Club
1817,Geelong City Council,GREATE11108,Ocean Grove Golf Course
1818,Geelong City Council,GREATE11116,Portrlington Golf Course
1819,Geelong City Council,GREATE11141,Thirteenth Beach Golf Links
1820,Geelong City Council,GEELON11472,Aerosport Allstars
1821,Geelong City Council,GEELON11500,Geelong YMCA
1822,Geelong City Council,GREATE11129,Shiryodo Karate
1823,Geelong City Council,GEELON11404,Clifton Springs Bowling Club
1824,Geelong City Council,GREATE11008,Geelong Lawn Tennis Club
1825,Geelong City Council,GREATE11060,Geelong RSL Club
1826,Geelong City Council,GREATE11062,Geelong West Bowls Club
1827,Geelong City Council,GEELON11407,Lara Bowling Club
1828,Geelong City Council,GREATE11093,Leopold Sportsmans Club
1829,Geelong City Council,GEELON11406,Norlane Bowling Club
1830,Geelong City Council,GREATE11107,Ocean Grove Bowling Club
1831,Geelong City Council,GREATE11118,Portarlington Bowls Club
1832,Geelong City Council,GREATE4270,St Leonards Bowling Club
1833,Geelong City Council,GREATE11101,Merv Nelis Martial Arts Acadamy
1834,Geelong City Council,GREATE11000,Beckley Park
1835,Geelong City Council,GREATE11001,Bell Park Sports Club
1836,Geelong City Council,GREATE11059,Geelong Motor Sports Complex
1837,Geelong City Council,GEELON11229,Corio Bay Sailing Club
1838,Geelong City Council,GEELON11236,Indented Head Yacht Club
1839,Geelong City Council,GEELON11237,Portarlington Sailing Club
1840,Geelong City Council,GEELON11238,Royal Geelong Yacht Club
1841,Geelong City Council,GEELON11239,St Leonards Yacht Club & Motor Squadron
1842,Geelong City Council,GEELON11182,Geelong Pistol Club
1843,Geelong City Council,GREATE11135,SSAA Rifle Range
1844,Geelong City Council,GREATE11140,Target Rifle Geelong
1845,Geelong City Council,GREATE10997,Barwon Valley Activity Centre
1846,Geelong City Council,GEELON11213,Bancoora Surf Life Saving Club
1847,Geelong City Council,GEELON11214,Barwon Heads/13th Beach
1848,Geelong City Council,GEELON11216,Ocean Grove Surf Life Saving Club
1849,Geelong City Council,GREATE11082,Kardinia Aquatic Centre
1850,Geelong City Council,GREATE11088,Lara Swimming Pool
1851,Geelong City Council,GREATE11061,Geelong Table Tennis 
1852,Geelong City Council,GREATE10999,Batesford Reserve
1853,Geelong City Council,GREATE11029,Doris Smith reserve
1854,Geelong City Council,GREATE11052,Frank Mann Reserve
1855,Geelong City Council,GREATE11071,Harvey Park
1856,Geelong City Council,GREATE11080,Jetty Road Reserve
1857,Geelong City Council,GREATE11084,Kenwith Park
1858,Geelong City Council,GREATE11096,Lunan Park
1859,Geelong City Council,GREATE11097,Marcus Hill Reserve
1860,Geelong City Council,GREATE11098,Marshall reserve
1861,Geelong City Council,GREATE11102,Moolap Reserve
1862,Geelong City Council,GREATE10989,Ocean Grove Tennis Courts
1863,Geelong City Council,GREATE11151,Wathaurung Reserve
1864,Geelong City Council,GREATE11153,Waurn Ponds East Tennis Club
1865,Glen Eira City Council,GLENEI11258,Duncan Mackinnon Reserve
1866,Glen Eira City Council,GLENEI11207,"Bentleigh  Hodgson Recreation Reserve,"
1867,Glen Eira City Council,GLENEI11216,Centenary Park
1868,Glen Eira City Council,GLENEI11235,East Caulfield Reserve
1869,Glen Eira City Council,GLENEI11261,EE Gunn Reserve
1870,Glen Eira City Council,GLENEI11251,Glen Huntly Park
1871,Glen Eira City Council,GLENEI11219,King George VI Memorial Park
1872,Glen Eira City Council,GLENEI11226,Koornang Park  
1873,Glen Eira City Council,GLENEI11221,Mackie Road Reserve
1874,Glen Eira City Council,GLENEI11253,McKinnon Reserve
1875,Glen Eira City Council,GLENEI11214,Moorleigh Community Village
1876,Glen Eira City Council,GLENEI11256,"Murrumbeena Park,"
1877,Glen Eira City Council,GLENEI11227,Packer Park
1878,Glen Eira City Council,GLENEI11234,Princes Park
1879,Glen Eira City Council,GLENEI11218,Glen Eira Sports and Aquatic Centre
1880,Glen Eira City Council,GLENEI11241,Monash University Fitness & Rec Centre
1881,Glen Eira City Council,GLENEI11229,Carnegie Swim Centre
1882,Glen Eira City Council,GLENEI11217,Bailey Reserve 
1883,Glen Eira City Council,GLENEI11259,Caulfield Park
1884,Glen Eira City Council,GLENEI11228,Lord Reserve
1885,Glen Eira City Council,GLENEI11210,Victory Park 
1886,Glen Eira City Council,GLENEI11246,Elsternwick Croquet Club
1887,Glen Eira City Council,GLENEI11239,Navel Gazers Belly Dance
1888,Glen Eira City Council,GLENEI11250,6 Degrees South Health & Fitness
1889,Glen Eira City Council,GLENEI11238,Australian Fitness Academy
1890,Glen Eira City Council,GLENEI11213,Bentleigh Fitness Centre
1891,Glen Eira City Council,GLENEI11243,Caulfield Recreation Centre
1892,Glen Eira City Council,GLENEI11231,CrossFit Carnegie
1893,Glen Eira City Council,GLENEI11240,EFM Health & Fitness Club
1894,Glen Eira City Council,GLENEI5557,Gecko Kids Fitness Caulfield
1895,Glen Eira City Council,GLENEI11237,Genesis Caulfield
1896,Glen Eira City Council,GLENEI11247,Health In Balance
1897,Glen Eira City Council,GLENEI11248,Lifestyle Fitness Centre 
1898,Glen Eira City Council,GLENEI11263,Ormond Health & Fitness
1899,Glen Eira City Council,GLENEI11232,Re-creation Health Club
1900,Glen Eira City Council,GLENEI11249,Sage Institute of Fitness
1901,Glen Eira City Council,GLENEI5556,Schwartz's CrossFit Melbourne
1902,Glen Eira City Council,GLENEI11222,Yarra Yarra Golf Club 
1903,Glen Eira City Council,GLENEI11447,Bentleigh Mckinnon Gym Club
1904,Glen Eira City Council,GLENEI11497,Chamford Gymnastics Club
1905,Glen Eira City Council,GLENEI11209,The Bentleigh Club
1906,Glen Eira City Council,GLENEI11506,Wiz Kids Kindergym
1907,Glen Eira City Council,GLENEI11236,Alma Bowls &Tennis Club
1908,Glen Eira City Council,GLENEI11244,Armadale Bowls Club/Tennis Courts
1909,Glen Eira City Council,GLENEI11208,Bentleigh Bowling Club
