,LGA Name,Facility ID,Facility Name
3171,Moira Shire Council,MOIRAS12189,Knox St Reserve
3172,Moira Shire Council,MOIRAS12234,Narioka Recreation Reserve
3173,Moira Shire Council,MOIRAS12193,Nathalia Lawn Tennis Club
3174,Moira Shire Council,MOIRAS12206,Numurkah Tennis Club
3175,Moira Shire Council,MOIRAS12217,Tungamah Tennis Club
3176,Monash City Council ,MONASH11998,Central Reserve
3177,Monash City Council ,MONASH12005,Davies Reserve
3178,Monash City Council ,MONASH11994,Brentwood Reserve
3179,Monash City Council ,MONASH11996,Capital Reserve
3180,Monash City Council ,MONASH12024,Central Reserve North
3181,Monash City Council ,MONASH12002,Columbia Park
3182,Monash City Council ,MONASH12010,Essex Heights Reserve
3183,Monash City Council ,MONASH12030,Jordan Reserve
3184,Monash City Council ,MONASH12036,Marshall Reserve
3185,Monash City Council ,MONASH12037,Mayfield Park
3186,Monash City Council ,MONASH12001,Meade Reserve
3187,Monash City Council ,MONASH12042,Mt Waverley Reserve
3188,Monash City Council ,MONASH12043,Mulgrave Reserve
3189,Monash City Council ,MONASH12054,Pinewood Reserve
3190,Monash City Council ,MONASH12056,Princess Hwy Reserve
3191,Monash City Council ,MONASH12059,Scammell Reserve
3192,Monash City Council ,MONASH12065,Tally Ho Reserve
3193,Monash City Council ,MONASH12066,Warrawee Park
3194,Monash City Council ,MONASH12070,Waverley Park
3195,Monash City Council ,MONASH12072,Wellington Reserve
3196,Monash City Council ,MONASH12050,Oakleigh Recreation Centre
3197,Monash City Council ,MONASH12021,Gladeswood Reserve
3198,Monash City Council,MONASH5124,Monash University Baseball Club
3199,Monash City Council ,MONASH12045,Napier Park
3200,Monash City Council ,MONASH12060,Scotchmans Run Reserve
3201,Monash City Council ,MONASH11992,Brandon Park Community Centre
3202,Monash City Council ,MONASH12063,Syndal Baptist Church
3203,Monash City Council ,MONASH12068,Waverley Basketball Club (Glendall Primary School)
3204,Monash City Council ,MONASH12069,Waverley Basketball Stadium
3205,Monash City Council ,MONASH12062,Stan Riley Reserve
3206,Monash City Council ,MONASH11997,Carlson Reserve
3207,Monash City Council ,MONASH12064,Talbot Park
3208,Monash City Council ,MONASH12049,Oakleigh Youth Club
3209,Monash City Council ,MONASH12009,Electra Reserve
3210,Monash City Council ,MONASH12025,Ashwood College
3211,Monash City Council ,MONASH11989,Batesford Reserve
3212,Monash City Council ,MONASH11993,Brandon Park Reserve
3213,Monash City Council ,MONASH11995,Caloola Reserve
3214,Monash City Council ,MONASH12007,Duerdin Street Reserve (School Site)
3215,Monash City Council ,MONASH12017,Freeway Reserve
3216,Monash City Council ,MONASH12018,Fregon Reserve
3217,Monash City Council ,MONASH12023,Glen Waverley North Reserve
3218,Monash City Council ,MONASH12029,Jingella Reserve
3219,Monash City Council ,MONASH12032,Larpent Reserve
3220,Monash City Council ,MONASH12035,Lum Reserve
3221,Monash City Council ,MONASH12051,Percy Treyvuad Memorial Park
3222,Monash City Council ,MONASH12061,Southern Reserve
3223,Monash City council,MONASH11289,Melbourne Sports Stadium
3224,Monash City council,MONASH11293,Oakleigh Indoor Sports
3225,Monash City Council ,MONASH12006,Drummies Bridge Reserve
3226,Monash City Council ,MONASH11988,Back2Base Health & Fitness
3227,Monash City Council ,MONASH11991,Body Toning 4 U
3228,Monash City Council ,MONASH11999,Challenge Fitness Centre
3229,Monash City Council ,MONASH12000,Clayton Aquatics and Health Club
3230,Monash City Council ,MONASH12003,Curves Mt Waverley
3231,Monash City Council ,MONASH12013,Fernwood Clayton
3232,Monash City Council ,MONASH12014,Fitness Central
3233,Monash City Council ,MONASH12016,Fitness First
3234,Monash City Council ,MONASH12015,Fitness First - Malvern Valley
3235,Monash City Council ,MONASH12020,Genesis Oakleigh
3236,Monash City Council ,MONASH12033,Leading Edge Health & Fitness
3237,Monash City Council ,MONASH12034,Lifestyle Fitness
3238,Monash City Council ,MONASH12039,Monash Aquatic & Recreation Centre
3239,Monash City Council ,MONASH12040,Monash Uni Doug Ellis Swimming Pool
3240,Monash City Council ,MONASH11990,Next Level Fitness HQ
3241,Monash City Council ,MONASH12052,Perfectfit Gym
3242,Monash City Council ,MONASH12053,Pinewood Fitness
3243,Monash City Council ,MONASH12012,Zap Fitness Clayton
3244,Monash City Council ,MONASH12026,Huntingdale Golf Club
3245,Monash City Council ,MONASH12038,Metropolitan Golf Club
3246,Monash City Council ,MONASH12046,Oakleigh Golf Course
3247,Monash City Council ,MONASH12055,Pitch n Putt Golf
3248,Monash City Council ,MONASH12058,Riversdale Golf Club
3249,Monash City Council ,MONASH12067,Waveley Golf Course
3250,Monash City Council ,MONASH11469,Brentwood Gymnastics Club
3251,Monash City Council ,MONASH11459,Monash University Trampolining
3252,Monash City Council ,MONASH11504,Notting Hill Community Youth Club 
3253,Monash City Council ,MONASH11470,Waverley Gymnastics Centre
3254,Monash City Council ,MONASH11496,Waverley Gymnastics Centre Mt Waverley
3255,Monash City Council ,MONASH11987,Ashwood Reserve
3256,Monash City Council,MONASH11295,Huntingtower School 
3257,Monash City Council,MONASH11291,Monash University - Clayton
3258,Monash City Council ,MONASH12027,Ice Hockey Victoria
3259,Monash City Council ,MONASH12031,Keenan karate Centre
3260,Monash City Council,MONASH4274,Glen Waverley Bowls Club
3261,Monash City Council ,MONASH12041,Mount Waverley Bowls Club
3262,Monash City Council ,MONASH12044,Mulgrave Tennis & Bowls Club
3263,Monash City Council ,MONASH12048,Oakleigh Bowls Club
3264,Monash City Council ,MONASH12071,Waverley Park/ Netball Centre
3265,Monash City Council ,MONASH12019,Gardiners Creek Reserve
3266,Monash City Council ,MONASH12028,Jack Edwards Reserve
3267,Monash City Council ,MONASH12057,Recreation Reserve
3268,Monash City Council ,MONASH12073,Wheelers Hill Secondary College
3269,Monash City Council,MONASH5573,England Reserve
3270,Monash City Council ,MONASH12011,Essex Heights Tennis Club
3271,Monash City Council ,MONASH12022,Glen Iris Recreation Club
3272,Monash City Council ,MONASH12047,Oakleigh Tennis Courts 
3273,Moonee Valley City Council,MOONEE9360,Cross Keys Reserve
3274,Moonee Valley City Council,MOONEE9348,Anytime Fitness Moonee Ponds
3275,Moonee Valley City Council,MOONEE9349,Ascot Vale Leisure Centre
3276,Moonee Valley City Council,MOONEE9351,BTB Martials Arts & Fitness Centre
3277,Moonee Valley City Council,MOONEE9357,Contours Express Niddrie
3278,Moonee Valley City Council,MOONEE9358,Contours Keilor East
3279,Moonee Valley City Council,MOONEE9359,Contours Moonee Ponds
3280,Moonee Valley City Council,MOONEE9361,Curves Keilor East
3281,Moonee Valley City Council,MOONEE9366,East Keilor Leisure Centre
3282,Moonee Valley City Council,MOONEE9374,Fernwood Moonee Ponds
3283,Moonee Valley City Council,MOONEE9375,Fighting Lyons Taekwondo Health & Fitness Centre
3284,Moonee Valley City Council,MOONEE9376,Fitness First Essendon
3285,Moonee Valley City Council,MOONEE9378,Full Fitness Personal Training
3286,Moonee Valley City Council,MOONEE9392,Paramount Health & Fitness Centre
3287,Moonee Valley City Council,MOONEE9396,Re-Creation Health Club Essendon
3288,Moonee Valley City Council,MOONEE9399,Spark Fitness
3289,Moonee Valley City Council,MOONEE9403,Windy Hill Fitness Centre
3290,Moonee Valley City Council,MOONEE9344,Aberfeldie Athletic Track
3291,Moonee Valley City Council,MOONEE9346,Aberfeldie Park
3292,Moonee Valley City Council,MOONEE9350,Boeing Reserve
3293,Moonee Valley City Council,MOONEE9352,Buckley Park
3294,Moonee Valley City Council,MOONEE9354,Canning Reserve
3295,Moonee Valley City Council,MOONEE9355,Clifton Park
3296,Moonee Valley City Council,MOONEE9369,Essendon Cricket Ground
3297,Moonee Valley City Council,MOONEE9372,Etzel Reserve
3298,Moonee Valley City Council,MOONEE9379,Hansen Reserve
3299,Moonee Valley City Council,MOONEE9382,Lebanon Reserve
3300,Moonee Valley City Council,MOONEE9383,Maribyrnong Park 
3301,Moonee Valley City Council,MOONEE9390,Ormond Park
3302,Moonee Valley City Council,MOONEE9391,Overland Reserve
3303,Moonee Valley City Council,MOONEE9402,Walter Street Reserve
3304,Moonee Valley City Council,MOONEE9364,Doutta Galla Ladies Badminton Club (Doutta Galla Youth Hall)
3305,Moonee Valley City Council,MOONEE9368,Essendon Christ Church Badminton Club
3306,Moonee Valley City Council,MOONEE9347,AJ Davis Reserve
3307,Moonee Valley City Council,MOONEE9362,Debney Park
3308,Moonee Valley City Council,MOONEE9365,Doyle Reserve (Avondale Heights Reserve)
3309,Moonee Valley City Council,MOONEE9373,Fairbairn Park
3310,Moonee Valley City Council,MOONEE9401,Strathnaver Reserve
3311,Moonee Valley City Council,MOONEE5536,Doutta Galla Yoga Studio
3312,Moonee Valley City Council,MOONEE5542,Listen To Your Body - Moonee Ponds
3313,Moonee Valley City Council,MOONEE9388,Natural Muscle
3314,Moonee Valley City Council,MOONEE9397,Riverside Golf and Tennis Centre
3315,Moonee Valley City Council,MOONEE11443,Essendon Keilor Gym Academy
3316,Moonee Valley City Council,MOONEE11466,Niddrie Gymnastic Club
3317,Moonee Valley City Council,MOONEE9404,YMCA Moonee Valley
3318,Moonee Valley City Council,MOONEE9370,Essendon Hockey Centre
3319,Moonee Valley City Council,MOONEE11300,PEGS Sports Field
3320,Moonee Valley City Council,MOONEE9345,Aberfeldie Bowls Club
3321,Moonee Valley City Council,MOONEE9353,Buckley Park Bowls Club
3322,Moonee Valley City Council,MOONEE9356,Clifton Park Bowling Club
3323,Moonee Valley City Council,MOONEE9363,Doutta Galla Bowls Club
3324,Moonee Valley City Council,MOONEE9367,Essendon Bowls Club
3325,Moonee Valley City Council,MOONEE9384,Maribyrnong Park Bowls Club
3326,Moonee Valley City Council,MOONEE9386,Moonee Ponds Bowls Club
3327,Moonee Valley City Council,MOONEE9387,Moonee Valley Bowls Club
3328,Moonee Valley City Council,MOONEE9400,Strathmore Bowls Club
3329,Moonee Valley City Council,MOONEE9389,Niddrie Community Centre Netball Courts
3330,Moonee Valley City Council,MOONEE9381,JH Allan Reserve
3331,Moonee Valley City Council,MOONEE9395,Quinn Grove Reserve
3332,Moonee Valley City Council,MOONEE9380,Indoor Soccer Headquarters
3333,Moonee Valley City Council,MOONEE9371,Essendon Squash Courts
3334,Moonee Valley City Council,MOONEE9393,Paul Saddler Swimland
3335,Moonee Valley City Council,MOONEE9394,Queens Park Swimming Pool
3336,Moonee Valley City Council,MOONEE9398,Seymour's Pool
3337,Moonee Valley City Council,MOONEE9385,Max Johnstone Reserve
3338,Moorabool Shire Council,MOORAB9405,Mason's Lane Reserve 
3339,Moorabool Shire Council,MOORAB11075,Bacchus Marsh Civic Community Hub
3340,Moorabool Shire Council,MOORAB9412,Ballan Recreation Reserve
3341,Moorabool Shire Council,MOORAB9417,Bungaree Recreation Reserve 
3342,Moorabool Shire Council,MOORAB9419,Darley Park
3343,Moorabool Shire Council,MOORAB9421,Dunnstown Recreation Reserve
3344,Moorabool Shire Council,MOORAB9422,Elaine Recreation Reserve
3345,Moorabool Shire Council,MOORAB9424,Gordon Recreation Reserve
3346,Moorabool Shire Council,MOORAB9425,Korweinguboora Recreation Reserve
3347,Moorabool Shire Council,MOORAB9406,Maddingley Park
3348,Moorabool Shire Council,MOORAB9426,Mt Egerton Recreation Reserve
3349,Moorabool Shire Council,MOORAB9429,Wallace Recreation Reserve 
3350,Moorabool Shire Council,MOORAB9411,Bacchus Marsh Leisure Centre
3351,Moorabool Shire Council,MOORAB11074,Blackwood Sports Ground
3352,Moorabool Shire Council,MOORAB11073,Greendale Recreation Reserve (Egans Reserve)
3353,Moorabool Shire Council,MOORAB9427,Myrniong Recreation Reserve
3354,Moorabool Shire Council,MOORAB5296,Balliang - Glenmore Circuit
3355,Moorabool Shire Council,MOORAB5298,Balliang Time Trial
3356,Moorabool Shire Council,MOORAB5381,Dunstown Corkscrew
3357,Moorabool Shire Council,MOORAB5297,John Sewell Circuit
3358,Moorabool Shire Council,MOORAB5379,Wallace – Bungaree
3359,Moorabool Shire Council,MOORAB11371,Bacchus Marsh Club Grounds
3360,Moorabool Shire Council,MOORAB11372,Ballan Racecourse Reserve
3361,Moorabool Shire Council,MOORAB9420,Bacchus Marsh Golf Club
3362,Moorabool Shire Council,MOORAB9407,Bacchus Marsh West Golf Club
3363,Moorabool Shire Council,MOORAB9415,Ballan Golf Club
3364,Moorabool Shire Council,MOORAB11445,Bacchus Marsh Leisure Centre
3365,Moorabool Shire Council,MOORAB9410,Avenue Bowling club
3366,Moorabool Shire Council,MOORAB9409,Bacchus Marsh Bowling club
3367,Moorabool Shire Council,MOORAB9413,Ballan Bowls Club
3368,Moorabool Shire Council,MOORAB9408,Bacchus Marsh Aquatic Centre
3369,Moorabool Shire Council,MOORAB9414,Ballan Outdoor Swimming Pool
3370,Moorabool Shire Council,MOORAB9416,Bullarook Recreation Reserve 
3371,Moorabool Shire Council,MOORAB9418,Clarendon Recreation Reserve
3372,Moorabool Shire Council,MOORAB9423,Gordon Public Park (Tennis Courts) 
3373,Moorabool Shire Council,MOORAB9428,Navigators Community Centre Recreation Reserve
3374,Moorabool Shire Council,MOORAB9430,Yendon Recreation & Tennis Reserve
3375,Moreland City Council,MORELA5544,Powerplay Gym
3376,Moreland City Council,MORELA12995,Bell St Fitness
3377,Moreland City Council,MORELA13000,Brunswick City Baths
3378,Moreland City Council,MORELA13007,Coburg Leisure Centre
3379,Moreland City Council,MORELA13016,Doherty's 24 Hour Gym Brunswick
3380,Moreland City Council,MORELA13019,Fawkner Leisure Centre
3381,Moreland City Council,MORELA13020,Fenix Fitness Clubs Coburg
3382,Moreland City Council,MORELA13022,Fitzys Gym
3383,Moreland City Council,MORELA13003,Charles Mutton Reserve
3384,Moreland City Council,MORELA13034,Jackson Reserve
3385,Moreland City Council,MORELA12993,Allard Park
3386,Moreland City Council,MORELA12996,Brearley Reserve
3387,Moreland City Council,MORELA13004,City Oval
3388,Moreland City Council,MORELA13012,Cole Reserve
3389,Moreland City Council,MORELA13013,Cook Reserve
3390,Moreland City Council,MORELA13015,De Chene Reserve
3391,Moreland City Council,MORELA13023,Fleming Park
3392,Moreland City Council,MORELA13027,Gillon Oval
3393,Moreland City Council,MORELA13035,JP Fawkner Reserve
3394,Moreland City Council,MORELA13037,Martin Reserve
3395,Moreland City Council,MORELA13040,Morris Reserve
3396,Moreland City Council,MORELA13042,Oak Park
3397,Moreland City Council,MORELA13047,Raeburn Reserve
3398,Moreland City Council,MORELA13052,Sewell Reserve
3399,Moreland City Council,MORELA13053,Shore Reserve
3400,Moreland City Council,MORELA13045,Parker Reserve
3401,Moreland City Council,MORELA13025,Brunswick Sports Stadium
3402,Moreland City Council,MORELA13044,Oak Park Stadium
3403,Moreland City Council,MORELA13031,Harmony Park (Moreland Skate Park)
3404,Moreland City Council,MORELA13001,Campbell Reserve
3405,Moreland City Council,MORELA13005,Clifton Park
3406,Moreland City Council,MORELA13030,Hallam Reserve
3407,Moreland City Council,MORELA13032,Holbrook Reserve
3408,Moreland City Council,MORELA13033,Hosken Reserve
3409,Moreland City Council,MORELA13038,McDonald Reserve
3410,Moreland City Council,MORELA13048,Rayner Reserve
3411,Moreland City Council,MORELA13055,Wallace Reserve
3412,Moreland City Council,MORELA12998,Brunswick Malletsports Club
3413,Moreland City Council,MORELA12999,Brunswick Velodrome
3414,Moreland City Council,MORELA13051,Richards Reserve
3415,Moreland City Council,MORELA5543,Anytime Fitness Brunswick
3416,Moreland City Council,MORELA13021,Fighting Arts Fitness Centre
3417,Moreland City Council,MORELA13041,Northern Golf Club
3418,Moreland City Council,MORELA11303,Brunswick Secondary College
3419,Moreland City Council,MORELA12997,Brunswick Bowls Club
3420,Moreland City Council,MORELA13008,Coburg Moreland Bowls Club 
3421,Moreland City Council,MORELA13018,Fawkner Bowling Club
3422,Moreland City Council,MORELA13028,Glenroy Bowls Club
3423,Moreland City Council,MORELA13057,West Coburg Bowling club
3424,Moreland City Council,MORELA13049,Reaburn Reserve
3425,Moreland City Council,MORELA12994,Balfe Park
3426,Moreland City Council,MORELA13002,CB Smith Reserve
3427,Moreland City Council,MORELA13017,Dunstan Reserve
3428,Moreland City Council,MORELA13039,Moomba Park
3429,Moreland City Council,MORELA13050,Reddish Reserve
3430,Moreland City Council,MORELA13054,Sumner Park
3431,Moreland City Council,MORELA13058,Wylie Reserve
3432,Moreland City Council,MORELA13026,Futsal Oz - Victoria Street Stadium
3433,Moreland City Council,MORELA13009,Coburg Olympic Swimming Pool
3434,Moreland City Council,MORELA13043,Oak Park Aquatic Centre
3435,Moreland City Council,MORELA13046,Pascoe Vale Outdoor Pool
3436,Moreland City Council,MORELA13010,Coburg Table Tennis Club
3437,Moreland City Council,MORELA13006,Coburg East Tennis Club
3438,Moreland City Council,MORELA13011,Coburg Tennis Club
3439,Moreland City Council,MORELA13014,Corpus Christi Tennis Club
3440,Moreland City Council,MORELA13024,Fraser Reserve Tennis Courts
3441,Moreland City Council,MORELA5580,Gowanbrae Multipurpose Courts
3442,Moreland City Council,MORELA13029,Hadfield Tennis Club
3443,Moreland City Council,MORELA13036,Mailer Reserve
3444,Moreland City Council,MORELA13056,West Brunswick Tennis Club
3445,Mornington Peninsula Shire Council,MORNIN11201,Truemans Road Reserve
3446,Mornington Peninsula Shire Council,MORNIN11141,Westernport Athletics Track 
3447,Mornington Peninsula Shire Council,MORNIN11138,"BA Cairns Reserve, "
3448,Mornington Peninsula Shire Council,MORNIN11119,"Balnarring Recreation Reserve,"
3449,Mornington Peninsula Shire Council,MORNIN11194,Barber Reserve
3450,Mornington Peninsula Shire Council,MORNIN11124,Boneo Recreation Reserve
3451,Mornington Peninsula Shire Council,MORNIN11205,Bunguyan Reserve 
3452,Mornington Peninsula Shire Council,MORNIN11172,Citation Reserve
3453,Mornington Peninsula Shire Council,MORNIN11131,Crib Point Reserve
3454,Mornington Peninsula Shire Council,MORNIN11132,Cyril Fox Reserve
3455,Mornington Peninsula Shire Council,MORNIN11155,Dallas Brooks Park
3456,Mornington Peninsula Shire Council,MORNIN11198,David MacFarlan Reserve
3457,Mornington Peninsula Shire Council,MORNIN11135,Dromana Recreation Reserve 
3458,Mornington Peninsula Shire Council,MORNIN11164,Elsie Dorrington Reserve/Alexandra Park
3459,Mornington Peninsula Shire Council,MORNIN11167,Emil Madsen Reserve
3460,Mornington Peninsula Shire Council,MORNIN11173,Ferrero Reserve 
